hashed_author,first_name,name_key
quant-ph|Liu|Jun-Hao,Jun-Hao,jun-hao
math|Tanaka|Yuuji,Yuuji,yuuji
eess|Mashhadi|Mahdi Boloursaz,Mahdi Boloursaz,mahdi
math|Hutchcroft|Tom,Tom,tom
quant-ph|Dzurak|Andrew S.,Andrew S.,andrew
quant-ph|Egger|Daniel J.,Daniel J.,daniel
cs|Singh|Rahul,Rahul,rahul
cs|Lauter|Kristin,Kristin,kristin
math|Brady|Zarathustra,Zarathustra,zarathustra
cond-mat|Schlitz|Richard,Richard,richard
astro-ph|Imamura|Takeshi,Takeshi,takeshi
math|Claeys|Xavier,Xavier,xavier
math|Parzanchevski|Ori,Ori,ori
cond-mat|Motrunich|Olexei I.,Olexei I.,olexei
hep-ex|Gori|Stefania,Stefania,stefania
math|Li|Wei,Wei,wei
cs|Lee|Minji,Minji,minji
astro-ph|Nittler|Larry R.,Larry R.,larry
cond-mat|Castro|Eduardo V.,Eduardo V.,eduardo
q-bio|Grotegerd|Dominik,Dominik,dominik
physics|Ma|Chao,Chao,chao
math|Zhang|Jingxuan,Jingxuan,jingxuan
eess|Li|Fangxing,Fangxing,fangxing
astro-ph|Ness|Melissa,Melissa,melissa
physics|Sun|Chao,Chao,chao
physics|van Rees|Wim M.,Wim M.,wim
cond-mat|Streib|Simon,Simon,simon
cs|Kuchta|Miroslav,Miroslav,miroslav
cs|Fang|Weijun,Weijun,weijun
cond-mat|Su|Guangxu,Guangxu,guangxu
cs|Henshaw|William D.,William D.,william
math|Lacabanne|Abel,Abel,abel
physics|Popov|Vladislav,Vladislav,vladislav
hep-th|Contreras-Astorga|Alonso,Alonso,alonso
gr-qc|Mandal|Sanjay,Sanjay,sanjay
math|Khan|Usman A.,Usman A.,usman
quant-ph|Patra|Aniket,Aniket,aniket
hep-ex|Wiebusch|Christopher,Christopher,christopher
cond-mat|Tang|Peizhe,Peizhe,peizhe
cs|Fang|Xiaolei,Xiaolei,xiaolei
cs|Imbach|Rémi,Rémi,rémi
gr-qc|Ashton|Gregory,Gregory,gregory
astro-ph|Rameau|Julien,Julien,julien
physics|Reitzenstein|Stephan,Stephan,stephan
eess|Zhao|Pan,Pan,pan
stat|Lévy-Leduc|Céline,Céline,céline
astro-ph|Kinney|William H.,William H.,william
astro-ph|Schwabe|Bodo,Bodo,bodo
astro-ph|Hörandel|Jörg R.,Jörg R.,jörg
physics|Lodewyck|Jérôme,Jérôme,jérôme
astro-ph|Smith|Roger M.,Roger M.,roger
eess|Fonseca|Eduardo,Eduardo,eduardo
cs|Chennupati|Gopinath,Gopinath,gopinath
math|Chen|Fangjiong,Fangjiong,fangjiong
math|Ieno|Yasushi,Yasushi,yasushi
physics|Zaccaria|Andrea,Andrea,andrea
quant-ph|Kunz|Paul D.,Paul D.,paul
math|Shinohara|Kazunori,Kazunori,kazunori
astro-ph|Kamann|Sebastian,Sebastian,sebastian
math|Coeurjolly|Jean-François,Jean-François,jean-françois
cs|Havoutis|Ioannis,Ioannis,ioannis
math|Tammer|Christiane,Christiane,christiane
quant-ph|Hartley|Daniel,Daniel,daniel
math|Feller|Peter,Peter,peter
math|Chaffey|Thomas,Thomas,thomas
cond-mat|Larson|Jonas,Jonas,jonas
cond-mat|Lewenkopf|Caio,Caio,caio
astro-ph|Schwartz|Daniel A.,Daniel A.,daniel
quant-ph|Morelli|Simon,Simon,simon
math|Korolev|Yury,Yury,yury
cond-mat|Geng|Hao,Hao,hao
math|Heim|Bernhard,Bernhard,bernhard
cs|Shahin|Ramy,Ramy,ramy
astro-ph|Bauswein|Andreas,Andreas,andreas
cond-mat|Akimoto|Takuma,Takuma,takuma
math-ph|Moosavi|Per,Per,per
cs|Konashevych|Oleksii,Oleksii,oleksii
astro-ph|Palmerini|Sara,Sara,sara
hep-th|de Boer|Jan,Jan,jan
quant-ph|Tiurev|Konstantin,Konstantin,konstantin
astro-ph|Kang|Wonseok,Wonseok,wonseok
astro-ph|Bartkiewicz|Anna,Anna,anna
gr-qc|Myrzakulov|Ratbay,Ratbay,ratbay
math|Kamińska|Anna,Anna,anna
math|Young|Matthew B.,Matthew B.,matthew
hep-ex|Park|Jiwon,Jiwon,jiwon
cond-mat|Kitatani|Motoharu,Motoharu,motoharu
quant-ph|Kheirandish|Fardin,Fardin,fardin
math|Uhlig|Frank,Frank,frank
astro-ph|Gontcharov|George A.,George A.,george
math|Orban|Dominique,Dominique,dominique
cond-mat|Feinberg|Joshua,Joshua,joshua
cs|Nguyen|Anh,Anh,anh
hep-ph|Ahmed|Aqeel,Aqeel,aqeel
hep-ph|Riembau|Marc,Marc,marc
gr-qc|Dengiz|Suat,Suat,suat
gr-qc|Zhang|Pierre,Pierre,pierre
quant-ph|Xu|Yu,Yu,yu
cond-mat|Schneider|Michael,Michael,michael
cs|Kovacs|Geza,Geza,geza
math|Cardaliaguet|Pierre,Pierre,pierre
quant-ph|Mandayam|Prabha,Prabha,prabha
hep-th|Baiguera|Stefano,Stefano,stefano
hep-ph|Mueller|Alfred H.,Alfred H.,alfred
math|Goel|Gopal,Gopal,gopal
cond-mat|Pelofske|Elijah,Elijah,elijah
cs|Blanco|Roberto,Roberto,roberto
cond-mat|Ma|Tianxing,Tianxing,tianxing
physics|Forget|François,François,françois
cond-mat|Pramanik|Arindam,Arindam,arindam
astro-ph|Bejger|Michał,Michał,michał
physics|Alegre|Thiago P. Mayer,Thiago P. Mayer,thiago
physics|Bacigalupo|Andrea,Andrea,andrea
math|Cavagnari|Giulia,Giulia,giulia
gr-qc|Gundhi|Anirudh,Anirudh,anirudh
physics|Vines|Lasse,Lasse,lasse
q-fin|Schmidt|Johannes,Johannes,johannes
math|Gamal|Abbas El,Abbas El,abbas
math|Wang|Weijia,Weijia,weijia
physics|Pothoczki|Szilvia,Szilvia,szilvia
quant-ph|Miller|Warner A.,Warner A.,warner
gr-qc|Duque|Francisco,Francisco,francisco
math|Bahrouni|Sabri,Sabri,sabri
cond-mat|Ono|Shota,Shota,shota
cs|Kwasniewski|Grzegorz,Grzegorz,grzegorz
hep-lat|Vairo|Antonio,Antonio,antonio
math|Karn|Anil Kumar,Anil Kumar,anil
astro-ph|Li|Zhuo,Zhuo,zhuo
cs|Sun|Zhiyong,Zhiyong,zhiyong
cond-mat|Zhang|Shengbai,Shengbai,shengbai
cs|Salkuyeh|Davod Khojasteh,Davod Khojasteh,davod
quant-ph|Takeda|Kenta,Kenta,kenta
cond-mat|Friend|Richard H.,Richard H.,richard
math-ph|Fairén|Victor,Victor,victor
cs|Stachniss|Cyrill,Cyrill,cyrill
astro-ph|Baker|Michael J.,Michael J.,michael
math|Jung|Minchae,Minchae,minchae
physics|Yarita|Keigo,Keigo,keigo
astro-ph|Denton|Peter B.,Peter B.,peter
quant-ph|Rebón|Lorena,Lorena,lorena
cs|Stirbu|Vlad,Vlad,vlad
cond-mat|Pradhan|Kalpataru,Kalpataru,kalpataru
math|Roncal|Luz,Luz,luz
cs|Semerjian|Guilhem,Guilhem,guilhem
quant-ph|Franco|Ignacio,Ignacio,ignacio
physics|Boscolo|Manuela,Manuela,manuela
math-ph|Perlick|Volker,Volker,volker
cond-mat|Fischer|Uwe R.,Uwe R.,uwe
quant-ph|Li|Chang,Chang,chang
cond-mat|Xiong|Daxing,Daxing,daxing
math|Schwede|Stefan,Stefan,stefan
cond-mat|Nori|Franco,Franco,franco
hep-th|Chicherin|Dmitry,Dmitry,dmitry
quant-ph|Li|Gushu,Gushu,gushu
astro-ph|Berge|David,David,david
astro-ph|Sasaki|Shin,Shin,shin
astro-ph|Ferreras|Ignacio,Ignacio,ignacio
cond-mat|Tencé|Marcel,Marcel,marcel
astro-ph|Bohn|Thomas,Thomas,thomas
astro-ph|Majewski|Steven R.,Steven R.,steven
math|White|Francis,Francis,francis
math|Marnat|Antoine,Antoine,antoine
astro-ph|Santucci|Rafael M.,Rafael M.,rafael
quant-ph|Nomura|Yusuke,Yusuke,yusuke
astro-ph|Cheng|Yun-Ting,Yun-Ting,yun-ting
cond-mat|Li|Xiang,Xiang,xiang
astro-ph|Pfrommer|Christoph,Christoph,christoph
quant-ph|Beverland|Michael,Michael,michael
nucl-ex|Guo|Feng-Kun,Feng-Kun,feng-kun
hep-ph|Petriello|Frank,Frank,frank
cs|Jana|Satyabrata,Satyabrata,satyabrata
eess|Gui|Lin,Lin,lin
cs|Frolov|Alexey,Alexey,alexey
hep-ex|Ping|Jialun,Jialun,jialun
cs|Jensen|Max,Max,max
cs|Bursalioglu|Ozgun Y.,Ozgun Y.,ozgun
cond-mat|Kimura|Kazuhiro,Kazuhiro,kazuhiro
cs|Yang|Zhan,Zhan,zhan
astro-ph|Duffy|Alan R.,Alan R.,alan
math|Zong|Chuanming,Chuanming,chuanming
cs|Seara|Carlos,Carlos,carlos
physics|Schöffler|Markus S.,Markus S.,markus
math|Mesbahi|Mehran,Mehran,mehran
physics|Proment|Davide,Davide,davide
cs|Nesetril|Jaroslav,Jaroslav,jaroslav
hep-th|Guo|Feng-Kun,Feng-Kun,feng-kun
cs|Cristiá|Maximiliano,Maximiliano,maximiliano
physics|Chaudhuri|Swetaprovo,Swetaprovo,swetaprovo
quant-ph|Mortezapour|Ali,Ali,ali
econ|Alejo|Javier,Javier,javier
math|Lukáčová-Medvid'ová|Mária,Mária,mária
math|Cheng|Xu,Xu,xu
hep-th|Schäfer|Andreas,Andreas,andreas
math-ph|You|Jiangong,Jiangong,jiangong
nucl-th|Zhu|Xinmei,Xinmei,xinmei
physics|Cederbaum|Lorenz S.,Lorenz S.,lorenz
physics|Cakir|Altan,Altan,altan
math|Panagiotou|Konstantinos,Konstantinos,konstantinos
stat|Neto|Elias Chaibub,Elias Chaibub,elias
cs|Hauenstein|Jonathan D.,Jonathan D.,jonathan
astro-ph|Sugizaki|Mutsumi,Mutsumi,mutsumi
quant-ph|Facchini|Alessandro,Alessandro,alessandro
eess|Liu|Ya-Feng,Ya-Feng,ya-feng
math|Shimizu|Yasutaka,Yasutaka,yasutaka
cs|Ortiz|Michael,Michael,michael
cond-mat|Ala-Nissila|Tapio,Tapio,tapio
physics|Tao|Yi,Yi,yi
cs|Ye|Dengpan,Dengpan,dengpan
math|An|Zhongshan,Zhongshan,zhongshan
physics|Puri|Prateek,Prateek,prateek
eess|Furieri|Luca,Luca,luca
cond-mat|Shchur|Lev N.,Lev N.,lev
math|Imeri|Kthim,Kthim,kthim
astro-ph|Cazzoli|Sara,Sara,sara
cs|Smida|Besma,Besma,besma
astro-ph|Jalilvand|Mona,Mona,mona
cond-mat|Choi|Kyoung Hwan,Kyoung Hwan,kyoung
cond-mat|Ryabov|Artem,Artem,artem
eess|He|Hengtao,Hengtao,hengtao
astro-ph|Jha|Saurabh W.,Saurabh W.,saurabh
cs|Ahmed|Reyan,Reyan,reyan
gr-qc|Tsagas|Christos G.,Christos G.,christos
stat|Romberg|Justin,Justin,justin
gr-qc|Oliosi|Michele,Michele,michele
cs|Jiang|Zhihao,Zhihao,zhihao
gr-qc|Miao|Rong-Xin,Rong-Xin,rong-xin
math|Zaccagnini|Alessandro,Alessandro,alessandro
cond-mat|Kakurai|Kazuhisa,Kazuhisa,kazuhisa
cond-mat|Ye|Kevin,Kevin,kevin
hep-ph|Braaten|Eric,Eric,eric
hep-ph|Chianese|Marco,Marco,marco
physics|Caselle|Michele,Michele,michele
math|Petitjean|Colin,Colin,colin
cs|Yim|Mark,Mark,mark
cs|Pandya|Paritosh K.,Paritosh K.,paritosh
cond-mat|Marques|Carlos M.,Carlos M.,carlos
math|Xing|Chengwen,Chengwen,chengwen
math|Isobe|Ryotaro,Ryotaro,ryotaro
cond-mat|van der Schoot|Paul,Paul,paul
math|Patáková|Zuzana,Zuzana,zuzana
astro-ph|Venn|Kim A.,Kim A.,kim
cs|Stefanatos|Stelios,Stelios,stelios
math|Zhang|Panpan,Panpan,panpan
astro-ph|Song|Li-Ming,Li-Ming,li-ming
gr-qc|Bermudez|David,David,david
physics|Mokhtari|Amir Ashkan,Amir Ashkan,amir
cond-mat|Liu|Yanqing,Yanqing,yanqing
cond-mat|Hasegawa|Takumi,Takumi,takumi
quant-ph|Burghardt|Irene,Irene,irene
physics|Kuzyk|Mark G.,Mark G.,mark
cond-mat|Laflorencie|Nicolas,Nicolas,nicolas
cond-mat|Chen|Chun-Wei,Chun-Wei,chun-wei
physics|Günay|Mehmet,Mehmet,mehmet
quant-ph|Goyeneche|Dardo,Dardo,dardo
astro-ph|Lawrence|Jon,Jon,jon
cond-mat|Li|Run-Wei,Run-Wei,run-wei
hep-th|Vasquez|Juan Carlos,Juan Carlos,juan
astro-ph|Xia|Qianli,Qianli,qianli
nucl-ex|Phuc|Nguyen Hoang,Nguyen Hoang,nguyen
physics|Johnson|Brett C.,Brett C.,brett
cs|Natarajan|Lakshmi,Lakshmi,lakshmi
cs|Batoul|Aicha,Aicha,aicha
math|Volec|Jan,Jan,jan
cond-mat|Hayashi|Shin,Shin,shin
quant-ph|van Dijk|Jeroen P. G.,Jeroen P. G.,jeroen
astro-ph|Dotson|Jessie L.,Jessie L.,jessie
math|Guo|Victor J. W.,Victor J. W.,victor
math|Bai|Zhidong,Zhidong,zhidong
hep-th|Tonni|Erik,Erik,erik
math|Özdogan|Özgecan,Özgecan,özgecan
eess|Lau|Vincent K. N.,Vincent K. N.,vincent
cond-mat|Kalogeropoulos|Nikolaos,Nikolaos,nikolaos
astro-ph|Perivolaropoulos|Leandros,Leandros,leandros
astro-ph|D'Orsi|Sergio,Sergio,sergio
cs|Morkisz|Paweł M.,Paweł M.,paweł
math|Perrin|Nicolas,Nicolas,nicolas
cond-mat|Adeleke-Larodo|Tunrayo,Tunrayo,tunrayo
eess|Altintas|Onur,Onur,onur
hep-ph|Hou|Defu,Defu,defu
math|Ciraolo|Giulio,Giulio,giulio
math|De|Uday Chand,Uday Chand,uday
physics|Lai|Keji,Keji,keji
stat|Simpson|Emma S.,Emma S.,emma
nucl-ex|Chinellato|David Dobrigkeit,David Dobrigkeit,david
eess|Kadam|Sachin,Sachin,sachin
cond-mat|Hisama|Kaoru,Kaoru,kaoru
hep-ph|Shan|Chung-Lin,Chung-Lin,chung-lin
cs|De Roover|Coen,Coen,coen
math|Lacker|Daniel,Daniel,daniel
physics|Negro|Luca Dal,Luca Dal,luca
astro-ph|Li|Long,Long,long
stat|Wang|Dong,Dong,dong
astro-ph|Hirschi|Raphael,Raphael,raphael
astro-ph|Trčka|Ana,Ana,ana
cs|Barbarossa|Sergio,Sergio,sergio
math|Cifuentes|Diego,Diego,diego
astro-ph|Yan|Yihua,Yihua,yihua
physics|Cai|Shengze,Shengze,shengze
hep-ph|Li|Zonghao,Zonghao,zonghao
hep-ex|Calibbi|Lorenzo,Lorenzo,lorenzo
quant-ph|Liu|Hui,Hui,hui
physics|Stella|Massimo,Massimo,massimo
math|Corwin|Ivan,Ivan,ivan
physics|Nath|Digbijoy N.,Digbijoy N.,digbijoy
physics|Forbes|Andrew,Andrew,andrew
physics|Ye|Peide D.,Peide D.,peide
physics|Meng|Yuan,Yuan,yuan
physics|Meng|Xuhui,Xuhui,xuhui
math-ph|Deser|Andreas,Andreas,andreas
hep-ex|Yin|Xiangwei,Xiangwei,xiangwei
nlin|Di Ventra|Massimiliano,Massimiliano,massimiliano
math|Colliot-Thélène|Jean-Louis,Jean-Louis,jean-louis
hep-th|Zwiebach|Barton,Barton,barton
physics|Husain|Kabir,Kabir,kabir
astro-ph|Sankrit|Ravi,Ravi,ravi
cond-mat|Guguchia|Zurab,Zurab,zurab
physics|Ryschka|Martin,Martin,martin
q-bio|Loy|Nadia,Nadia,nadia
cond-mat|Wu|Weida,Weida,weida
math|Qiao|Youming,Youming,youming
quant-ph|Chen|Yong P.,Yong P.,yong
physics|Khujadze|George,George,george
math|Katrutsa|Alexandr,Alexandr,alexandr
cs|Gronemann|Martin,Martin,martin
eess|Zhao|Lian,Lian,lian
math|Fatone|Lorella,Lorella,lorella
cs|Vandendorpe|Luc,Luc,luc
gr-qc|Lin|Meng-Xiang,Meng-Xiang,meng-xiang
cs|Gao|Longfei,Longfei,longfei
math|Cui|Weiwei,Weiwei,weiwei
astro-ph|Bustamante|Mauricio,Mauricio,mauricio
gr-qc|Lepe|Samuel,Samuel,samuel
math|Matvieievskyi|Dmytro,Dmytro,dmytro
math|Ali|Akram,Akram,akram
cond-mat|Smith|Adam,Adam,adam
stat|Santos-Neto|Manoel,Manoel,manoel
q-fin|Michaillat|Pascal,Pascal,pascal
astro-ph|Barack|Leor,Leor,leor
math|Combe|Noemie,Noemie,noemie
math|Wang|Weidong,Weidong,weidong
astro-ph|Birky|Jessica,Jessica,jessica
astro-ph|Lee|Hyun Min,Hyun Min,hyun
math|Makarow|Artemi,Artemi,artemi
astro-ph|Cigan|Phil,Phil,phil
math|Neufeld|Ariel,Ariel,ariel
math|Ourmières-Bonafos|Thomas,Thomas,thomas
astro-ph|Shibaike|Yuhito,Yuhito,yuhito
math|Heller|Lynn,Lynn,lynn
physics|Ogura|Masaki,Masaki,masaki
cs|Wang|Jinyu,Jinyu,jinyu
cond-mat|Van Mechelen|Todd,Todd,todd
cs|Tsompanas|Michail-Antisthenis,Michail-Antisthenis,michail-antisthenis
hep-th|Caramês|Thiago R. P.,Thiago R. P.,thiago
cond-mat|Galantucci|Luca,Luca,luca
math|Do|Hoang-Son,Hoang-Son,hoang-son
hep-ph|Lu|Jianlong,Jianlong,jianlong
stat|Maume-Deschamps|Véronique,Véronique,véronique
cs|Hashemi|Morteza,Morteza,morteza
math-ph|Stottmeister|Alexander,Alexander,alexander
astro-ph|Labrosse|Nicolas,Nicolas,nicolas
cond-mat|Pennycook|Stephen John,Stephen John,stephen
physics|Williams|Brian P.,Brian P.,brian
physics|Puebla|Sergio,Sergio,sergio
math|Combettes|Patrick L.,Patrick L.,patrick
cond-mat|Xiong|Shiyun,Shiyun,shiyun
cs|Mirfarshbafan|Seyed Hadi,Seyed Hadi,seyed
cond-mat|Vanderstraeten|Laurens,Laurens,laurens
hep-ex|Okada|Nobuchika,Nobuchika,nobuchika
math|Zhang|Jin,Jin,jin
math-ph|Kanki|Masataka,Masataka,masataka
astro-ph|Fluke|Christopher J.,Christopher J.,christopher
cond-mat|Gammal|Arnaldo,Arnaldo,arnaldo
cs|Cornelsen|Sabine,Sabine,sabine
gr-qc|Ponglertsakul|Supakchai,Supakchai,supakchai
math|Hacon|Christopher,Christopher,christopher
astro-ph|Ruiz-Lapuente|Pilar,Pilar,pilar
physics|Li|Chi,Chi,chi
math-ph|Finkelshtein|Dmitri,Dmitri,dmitri
math|Zhang|Weinian,Weinian,weinian
math|Beardsley|Jonathan,Jonathan,jonathan
cond-mat|Kamata|Syo,Syo,syo
physics|Meir|Yigal,Yigal,yigal
hep-ph|Ding|Ran,Ran,ran
math|O'Desky|Andrew,Andrew,andrew
cond-mat|Tang|Jinke,Jinke,jinke
cond-mat|Osterhoudt|Gavin B.,Gavin B.,gavin
astro-ph|Hiraga|Junko S.,Junko S.,junko
astro-ph|Whittlesey|Phyllis L.,Phyllis L.,phyllis
astro-ph|Kraiselburd|Lucila,Lucila,lucila
cond-mat|Siu|Zhuo Bin,Zhuo Bin,zhuo
cs|Fogelson|Aaron L.,Aaron L.,aaron
astro-ph|Moniez|Marc,Marc,marc
astro-ph|Fry|Patrick M.,Patrick M.,patrick
astro-ph|Yu|Haocun,Haocun,haocun
math|Bandeira|Afonso S.,Afonso S.,afonso
q-fin|Gabrielli|Andrea,Andrea,andrea
hep-ph|Robles|Sandra,Sandra,sandra
astro-ph|Sur|Ankan,Ankan,ankan
hep-ph|Fu|Kaiyu,Kaiyu,kaiyu
eess|Farokhi|Farhad,Farhad,farhad
hep-ex|Zhang|Zhenyu,Zhenyu,zhenyu
astro-ph|Ramsey|Lawrence,Lawrence,lawrence
astro-ph|Casasayas-Barris|Núria,Núria,núria
cs|Wang|Xuechao,Xuechao,xuechao
math|Hu|Yingxiang,Yingxiang,yingxiang
astro-ph|Farren|Gerrit S.,Gerrit S.,gerrit
physics|D'Orsogna|Maria R.,Maria R.,maria
math|Hong|Yanyong,Yanyong,yanyong
cond-mat|Suzuki|Yoshishige,Yoshishige,yoshishige
cond-mat|Billinge|Simon J. L.,Simon J. L.,simon
math|Wang|Bo,Bo,bo
stat|Tong|Tiejun,Tiejun,tiejun
hep-th|Gao|Fei,Fei,fei
eess|Feuillen|Thomas,Thomas,thomas
cond-mat|Krüger|Ekkehard,Ekkehard,ekkehard
hep-ex|Petreczky|Peter,Peter,peter
physics|Dalvit|Diego A. R.,Diego A. R.,diego
cond-mat|Chen|Weiqiu,Weiqiu,weiqiu
astro-ph|Pursimo|Tapio,Tapio,tapio
hep-th|Rinaldi|Enrico,Enrico,enrico
cs|Senel|Kamil,Kamil,kamil
math|Wennman|Aron,Aron,aron
hep-ph|Huston|Joey,Joey,joey
physics|Bilous|Pavlo V.,Pavlo V.,pavlo
cs|Fong|Silas L.,Silas L.,silas
cond-mat|Bezryadin|Alexey,Alexey,alexey
math|Dede'|Luca,Luca,luca
astro-ph|Shapiro-Albert|Brent J.,Brent J.,brent
cs|Kozik|Marcin,Marcin,marcin
hep-ph|Faisel|Gaber,Gaber,gaber
math|Pates|Richard,Richard,richard
astro-ph|Algeri|Sara,Sara,sara
hep-ph|Cao|Shulei,Shulei,shulei
cs|Yedida|Rahul,Rahul,rahul
math|Townsend|Alex,Alex,alex
eess|Khan|Irfan,Irfan,irfan
astro-ph|Barber|Christopher,Christopher,christopher
hep-th|Liu|Yen-Wei,Yen-Wei,yen-wei
cs|Kang|Wei,Wei,wei
math|Ferré|Grégoire,Grégoire,grégoire
hep-th|Berra-Montiel|Jasel,Jasel,jasel
physics|Valenta|Petr,Petr,petr
cs|Fox|Kyle,Kyle,kyle
physics|Kumar|Rajesh,Rajesh,rajesh
cs|Xiang|Yang,Yang,yang
math|Geng|Xi,Xi,xi
astro-ph|Schödel|Rainer,Rainer,rainer
math|Rivas|Xavier,Xavier,xavier
quant-ph|Lyakh|Dmitry,Dmitry,dmitry
cond-mat|Li|Zi-Xiang,Zi-Xiang,zi-xiang
astro-ph|Ioka|Kunihito,Kunihito,kunihito
physics|Huss|Cédric,Cédric,cédric
eess|Goodman|Jacob R.,Jacob R.,jacob
cond-mat|Lin|Meng-Kai,Meng-Kai,meng-kai
nucl-th|Khachatryan|Vladimir,Vladimir,vladimir
cs|Vassilevski|Panayot S.,Panayot S.,panayot
cs|Work|Daniel B.,Daniel B.,daniel
astro-ph|Kimball|Amy,Amy,amy
math|Robertz|Daniel,Daniel,daniel
math|Haroske|Dorothee D.,Dorothee D.,dorothee
cond-mat|Minar|Jan,Jan,jan
astro-ph|Lu|Kai-Xing,Kai-Xing,kai-xing
cs|Shim|Hye-jin,Hye-jin,hye-jin
